"Email","Art der Zuwendung","Eingangsdatum","Gesamtbetrag","Herkunft","Betragsstatus"
"reitze@hooss.org","allgemeine Spende","2010-04-27","68,00","Fakedaten_2013-04-30","Completed"
"reitze@hooss.org","allgemeine Spende","2009-03-21","154,00","Fakedaten_2013-04-30","Completed"
"reitze@hooss.org","allgemeine Spende","2009-11-17","70,00","Fakedaten_2013-04-30","Completed"
"reitze@hooss.org","allgemeine Spende","2008-07-16","174,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2010-01-18","194,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2009-06-20","142,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2010-06-13","94,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2011-03-27","172,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2011-10-22","28,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2008-06-26","168,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2008-12-29","138,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2012-05-17","120,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2011-11-18","22,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2010-10-08","138,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2010-08-17","184,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2011-10-20","154,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2010-02-13","134,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2011-10-17","40,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2011-06-27","80,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2013-04-25","158,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2012-06-18","98,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2010-12-02","70,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2009-11-05","170,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2010-04-12","74,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2010-03-22","118,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2009-10-12","22,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2008-08-24","62,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2011-04-05","68,00","Fakedaten_2013-04-30","Completed"
"benzing@casparischumann.de","allgemeine Spende","2008-10-13","72,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2009-09-27","16,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2013-03-28","12,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2008-11-16","38,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2012-02-15","50,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2010-03-24","122,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2009-06-26","122,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2011-01-03","48,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2013-03-19","54,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2009-07-26","158,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2009-10-24","22,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2011-03-27","104,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2013-03-15","142,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2010-07-23","190,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2010-01-10","144,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2010-03-19","140,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2011-02-25","148,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2008-07-30","134,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2011-11-22","190,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2011-09-25","28,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2012-02-17","2,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2009-07-23","110,00","Fakedaten_2013-04-30","Completed"
"helm@rose.ch","allgemeine Spende","2009-10-03","114,00","Fakedaten_2013-04-30","Completed"
"bienasch@brnernaumann.de","allgemeine Spende","2011-09-12","118,00","Fakedaten_2013-04-30","Completed"
"bienasch@brnernaumann.de","allgemeine Spende","2010-07-26","150,00","Fakedaten_2013-04-30","Completed"
"gens@cleve.info","allgemeine Spende","2012-06-06","19000,00","Fakedaten_2013-04-30","Completed"
"gens@cleve.info","allgemeine Spende","2011-06-04","11000,00","Fakedaten_2013-04-30","Completed"
"gens@cleve.info","allgemeine Spende","2013-04-17","18000,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2011-09-27","40,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2012-11-11","170,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2012-05-18","132,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2011-01-17","168,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2012-01-26","144,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2010-12-04","182,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2009-07-07","6,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2013-01-12","18,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2011-07-01","186,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2010-06-06","134,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2012-01-26","72,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2009-04-12","142,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2010-06-29","132,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2011-10-07","150,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2010-06-21","66,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2011-01-23","84,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2012-08-21","40,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2009-06-08","52,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2010-01-22","24,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2011-03-07","92,00","Fakedaten_2013-04-30","Completed"
"thust@marschek.org","allgemeine Spende","2010-12-04","120,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2013-01-06","34,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2009-09-17","64,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2012-11-01","104,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2010-09-06","44,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2008-09-24","106,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2010-09-24","36,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2011-06-17","12,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2010-05-23","34,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2010-05-30","94,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2010-07-11","16,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2012-12-27","50,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2011-06-12","168,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2009-04-05","58,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2009-05-07","126,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2010-09-05","40,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2013-04-19","60,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2009-11-30","130,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2012-12-17","198,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2009-08-07","126,00","Fakedaten_2013-04-30","Completed"
"schellenbeck@huth.name","allgemeine Spende","2010-07-20","94,00","Fakedaten_2013-04-30","Completed"
"pfeiffer@eggenmuellerpottel.org","allgemeine Spende","2008-10-27","112,00","Fakedaten_2013-04-30","Completed"
"pfeiffer@eggenmuellerpottel.org","allgemeine Spende","2011-08-22","184,00","Fakedaten_2013-04-30","Completed"
"pfeiffer@eggenmuellerpottel.org","allgemeine Spende","2008-07-31","142,00","Fakedaten_2013-04-30","Completed"
"belz@schmidtchennau.ch","allgemeine Spende","2009-04-01","184,00","Fakedaten_2013-04-30","Completed"
"belz@schmidtchennau.ch","allgemeine Spende","2011-04-10","26,00","Fakedaten_2013-04-30","Completed"
"belz@schmidtchennau.ch","allgemeine Spende","2008-07-05","60,00","Fakedaten_2013-04-30","Completed"
"belz@schmidtchennau.ch","allgemeine Spende","2009-08-12","132,00","Fakedaten_2013-04-30","Completed"
"belz@schmidtchennau.ch","allgemeine Spende","2008-12-26","148,00","Fakedaten_2013-04-30","Completed"
"belz@schmidtchennau.ch","allgemeine Spende","2012-05-14","62,00","Fakedaten_2013-04-30","Completed"
"belz@schmidtchennau.ch","allgemeine Spende","2010-07-28","38,00","Fakedaten_2013-04-30","Completed"
"belz@schmidtchennau.ch","allgemeine Spende","2009-08-15","128,00","Fakedaten_2013-04-30","Completed"
"belz@schmidtchennau.ch","allgemeine Spende","2012-01-18","2,00","Fakedaten_2013-04-30","Completed"
"belz@schmidtchennau.ch","allgemeine Spende","2010-03-19","112,00","Fakedaten_2013-04-30","Completed"
"belz@schmidtchennau.ch","allgemeine Spende","2010-08-17","128,00","Fakedaten_2013-04-30","Completed"
"belz@schmidtchennau.ch","allgemeine Spende","2011-05-30","148,00","Fakedaten_2013-04-30","Completed"
"soboll@kurnicki.net","allgemeine Spende","2008-06-11","144,00","Fakedaten_2013-04-30","Completed"
"soboll@kurnicki.net","allgemeine Spende","2008-07-18","28,00","Fakedaten_2013-04-30","Completed"
"soboll@kurnicki.net","allgemeine Spende","2013-02-28","32,00","Fakedaten_2013-04-30","Completed"
"soboll@kurnicki.net","allgemeine Spende","2008-10-24","88,00","Fakedaten_2013-04-30","Completed"
"soboll@kurnicki.net","allgemeine Spende","2008-06-30","124,00","Fakedaten_2013-04-30","Completed"
"soboll@kurnicki.net","allgemeine Spende","2012-12-20","146,00","Fakedaten_2013-04-30","Completed"
"soboll@kurnicki.net","allgemeine Spende","2011-06-26","82,00","Fakedaten_2013-04-30","Completed"
"soboll@kurnicki.net","allgemeine Spende","2009-01-06","64,00","Fakedaten_2013-04-30","Completed"
"soboll@kurnicki.net","allgemeine Spende","2012-03-08","192,00","Fakedaten_2013-04-30","Completed"
"soboll@kurnicki.net","allgemeine Spende","2010-11-12","96,00","Fakedaten_2013-04-30","Completed"
"soboll@kurnicki.net","allgemeine Spende","2011-08-06","178,00","Fakedaten_2013-04-30","Completed"
"soboll@kurnicki.net","allgemeine Spende","2009-04-13","52,00","Fakedaten_2013-04-30","Completed"
"soboll@kurnicki.net","allgemeine Spende","2011-09-13","22,00","Fakedaten_2013-04-30","Completed"
"soboll@kurnicki.net","allgemeine Spende","2011-06-23","174,00","Fakedaten_2013-04-30","Completed"
"soboll@kurnicki.net","allgemeine Spende","2012-09-26","180,00","Fakedaten_2013-04-30","Completed"
"lack@schtze.de","Anlassspende","2011-01-12","42600,00","Fakedaten_2013-04-30","Completed"
"harting@zimmermann.net","Anlassspende","2011-09-17","26600,00","Fakedaten_2013-04-30","Completed"
"orth@hamannhamann.de","allgemeine Spende","2012-04-17","12000,00","Fakedaten_2013-04-30","Completed"
"orth@hamannhamann.de","allgemeine Spende","2011-08-01","16000,00","Fakedaten_2013-04-30","Completed"
"orth@hamannhamann.de","allgemeine Spende","2010-08-02","14000,00","Fakedaten_2013-04-30","Completed"
"bielert@apitzbrunner.org","allgemeine Spende","2010-02-14","48,00","Fakedaten_2013-04-30","Completed"
"bielert@apitzbrunner.org","allgemeine Spende","2012-01-17","166,00","Fakedaten_2013-04-30","Completed"
"sack@benzing.name","allgemeine Spende","2010-12-09","11000,00","Fakedaten_2013-04-30","Completed"
"sack@benzing.name","allgemeine Spende","2009-12-12","13000,00","Fakedaten_2013-04-30","Completed"
"sack@benzing.name","allgemeine Spende","2008-12-27","18000,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2013-04-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2013-02-28","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2013-02-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2013-01-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2012-12-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2012-11-02","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2012-09-30","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2012-09-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2012-08-02","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2012-06-30","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2012-06-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2012-05-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2012-03-31","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2012-03-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2012-02-02","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2012-01-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2011-12-02","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2011-10-31","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2011-10-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2011-09-02","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2011-08-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2011-07-02","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2011-06-02","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2011-05-02","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2011-03-31","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2011-03-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2011-02-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2010-12-31","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2010-11-30","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2010-11-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2010-09-30","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2010-09-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2010-07-31","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2010-06-30","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2010-05-31","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2010-05-02","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2010-04-02","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2010-03-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2010-02-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2010-01-02","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2009-11-30","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2009-10-31","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2009-09-30","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2009-09-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2009-07-31","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2009-07-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2009-06-01","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2009-05-02","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2009-04-02","50,00","Fakedaten_2013-04-30","Completed"
"danneberg@zapletal.name","Mitgliedsbeitrag","2009-03-01","50,00","Fakedaten_2013-04-30","Completed"
"mues@harter.info","allgemeine Spende","2012-05-17","13000,00","Fakedaten_2013-04-30","Completed"
"mues@harter.info","allgemeine Spende","2013-04-23","16000,00","Fakedaten_2013-04-30","Completed"
"naubert@siewertschtze.org","allgemeine Spende","2012-09-04","168,00","Fakedaten_2013-04-30","Completed"
"naubert@siewertschtze.org","allgemeine Spende","2010-04-17","196,00","Fakedaten_2013-04-30","Completed"
"naubert@siewertschtze.org","allgemeine Spende","2009-01-31","86,00","Fakedaten_2013-04-30","Completed"
"naubert@siewertschtze.org","allgemeine Spende","2009-08-19","90,00","Fakedaten_2013-04-30","Completed"
"naubert@siewertschtze.org","allgemeine Spende","2008-11-23","28,00","Fakedaten_2013-04-30","Completed"
"naubert@siewertschtze.org","allgemeine Spende","2010-06-17","24,00","Fakedaten_2013-04-30","Completed"
"naubert@siewertschtze.org","allgemeine Spende","2012-08-18","106,00","Fakedaten_2013-04-30","Completed"
"naubert@siewertschtze.org","allgemeine Spende","2012-08-28","128,00","Fakedaten_2013-04-30","Completed"
"naubert@siewertschtze.org","allgemeine Spende","2010-02-03","112,00","Fakedaten_2013-04-30","Completed"
"naubert@siewertschtze.org","allgemeine Spende","2012-02-02","90,00","Fakedaten_2013-04-30","Completed"
"naubert@siewertschtze.org","allgemeine Spende","2012-04-02","140,00","Fakedaten_2013-04-30","Completed"
"naubert@siewertschtze.org","allgemeine Spende","2011-07-16","58,00","Fakedaten_2013-04-30","Completed"
"naubert@siewertschtze.org","allgemeine Spende","2009-01-30","198,00","Fakedaten_2013-04-30","Completed"
"naubert@siewertschtze.org","allgemeine Spende","2013-02-01","4,00","Fakedaten_2013-04-30","Completed"
"naubert@siewertschtze.org","allgemeine Spende","2009-04-09","50,00","Fakedaten_2013-04-30","Completed"
"naubert@siewertschtze.org","allgemeine Spende","2012-03-12","132,00","Fakedaten_2013-04-30","Completed"
"naubert@siewertschtze.org","allgemeine Spende","2011-04-04","50,00","Fakedaten_2013-04-30","Completed"
"mockenhaupt@drre.ch","allgemeine Spende","2010-02-03","13000,00","Fakedaten_2013-04-30","Completed"
"kruschinski@rokossa.ch","Anlassspende","2012-06-02","83700,00","Fakedaten_2013-04-30","Completed"
"hering@klotzei.ch","allgemeine Spende","2009-05-14","132,00","Fakedaten_2013-04-30","Completed"
"hering@klotzei.ch","allgemeine Spende","2013-03-05","102,00","Fakedaten_2013-04-30","Completed"
"hering@klotzei.ch","allgemeine Spende","2010-08-13","30,00","Fakedaten_2013-04-30","Completed"
"hering@klotzei.ch","allgemeine Spende","2010-04-18","116,00","Fakedaten_2013-04-30","Completed"
"hering@klotzei.ch","allgemeine Spende","2009-02-01","10,00","Fakedaten_2013-04-30","Completed"
"hering@klotzei.ch","allgemeine Spende","2010-11-11","144,00","Fakedaten_2013-04-30","Completed"
"hering@klotzei.ch","allgemeine Spende","2008-08-07","68,00","Fakedaten_2013-04-30","Completed"
"hering@klotzei.ch","allgemeine Spende","2009-11-28","98,00","Fakedaten_2013-04-30","Completed"
"hering@klotzei.ch","allgemeine Spende","2011-07-19","22,00","Fakedaten_2013-04-30","Completed"
"hering@klotzei.ch","allgemeine Spende","2009-04-19","42,00","Fakedaten_2013-04-30","Completed"
"hering@klotzei.ch","allgemeine Spende","2008-11-29","46,00","Fakedaten_2013-04-30","Completed"
"hering@klotzei.ch","allgemeine Spende","2011-10-05","50,00","Fakedaten_2013-04-30","Completed"
"hering@klotzei.ch","allgemeine Spende","2010-03-11","144,00","Fakedaten_2013-04-30","Completed"
"wimmer@michel.org","Anlassspende","2010-03-17","13500,00","Fakedaten_2013-04-30","Completed"
"hornung@sehlsmaurer.name","allgemeine Spende","2012-07-19","130,00","Fakedaten_2013-04-30","Completed"
"hornung@sehlsmaurer.name","allgemeine Spende","2012-03-06","164,00","Fakedaten_2013-04-30","Completed"
"hornung@sehlsmaurer.name","allgemeine Spende","2011-07-27","74,00","Fakedaten_2013-04-30","Completed"
"hornung@sehlsmaurer.name","allgemeine Spende","2012-06-23","16000,00","Fakedaten_2013-04-30","Completed"
"hornung@sehlsmaurer.name","allgemeine Spende","2012-12-17","19000,00","Fakedaten_2013-04-30","Completed"
"hornung@sehlsmaurer.name","Anlassspende","2011-08-28","38300,00","Fakedaten_2013-04-30","Completed"
"reus@martin.com","allgemeine Spende","2008-06-14","50,00","Fakedaten_2013-04-30","Completed"
"reus@martin.com","allgemeine Spende","2011-09-12","4,00","Fakedaten_2013-04-30","Completed"
"reus@martin.com","allgemeine Spende","2012-10-25","54,00","Fakedaten_2013-04-30","Completed"
"reus@martin.com","allgemeine Spende","2009-08-23","124,00","Fakedaten_2013-04-30","Completed"
"reus@martin.com","allgemeine Spende","2011-01-14","120,00","Fakedaten_2013-04-30","Completed"
"reus@martin.com","allgemeine Spende","2012-03-15","194,00","Fakedaten_2013-04-30","Completed"
"reus@martin.com","allgemeine Spende","2012-10-15","108,00","Fakedaten_2013-04-30","Completed"
"reus@martin.com","allgemeine Spende","2008-11-27","82,00","Fakedaten_2013-04-30","Completed"
"reus@martin.com","allgemeine Spende","2009-02-28","158,00","Fakedaten_2013-04-30","Completed"
"reus@martin.com","allgemeine Spende","2010-07-18","100,00","Fakedaten_2013-04-30","Completed"
"reus@martin.com","allgemeine Spende","2012-02-17","18,00","Fakedaten_2013-04-30","Completed"
"reus@martin.com","allgemeine Spende","2013-01-09","58,00","Fakedaten_2013-04-30","Completed"
"eggenmueller@emert.name","allgemeine Spende","2012-07-09","132,00","Fakedaten_2013-04-30","Completed"
"eggenmueller@emert.name","allgemeine Spende","2009-02-06","76,00","Fakedaten_2013-04-30","Completed"
"eggenmueller@emert.name","allgemeine Spende","2012-11-24","104,00","Fakedaten_2013-04-30","Completed"
"eggenmueller@emert.name","allgemeine Spende","2013-02-08","20,00","Fakedaten_2013-04-30","Completed"
"eggenmueller@emert.name","allgemeine Spende","2012-06-15","88,00","Fakedaten_2013-04-30","Completed"
"eggenmueller@emert.name","allgemeine Spende","2010-03-09","128,00","Fakedaten_2013-04-30","Completed"
"eggenmueller@emert.name","allgemeine Spende","2011-04-13","200,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2012-10-14","34,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2011-12-18","34,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2010-08-24","168,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2008-08-18","138,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2011-07-06","162,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2010-08-16","148,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2008-09-25","34,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2009-04-03","156,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2010-06-17","32,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2010-05-13","42,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2010-10-24","114,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2011-12-16","34,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2013-04-08","76,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2009-05-25","44,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2010-03-27","46,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2010-01-15","116,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2010-12-13","14,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2009-04-12","14,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2011-12-09","16,00","Fakedaten_2013-04-30","Completed"
"h.nig@jander.de","allgemeine Spende","2010-02-05","128,00","Fakedaten_2013-04-30","Completed"
